TEXT	TEXT_TN	TYPE	NOTE
"65Zn , which has a half-life of 243.66 days , is the most long-lived isotope , followed by 72Zn with a half-life of 46.5 hours"	" sixty fiveZn , which has one halflife of two hundred and forty three point six six  days , is the most longlived isotope , followed by seventy twoZn with one halflife of forty six point five  hours "		
"65Zn , which has a half-life of 243.66 days , is the most long-lived isotope , followed by 72Zn with a half-life of 46.5 hours"	" sixty fiveZn , which has one halflife of two hundred and forty three point six six  days , is the most longlived isotope , followed by seventy twoZn with one halflife of forty six point five  hours "		
"65Zn , which has a half-life of 243.66 days , is the most long-lived isotope , followed by 72Zn with a half-life of 46.5 hours"	" sixty fiveZn , which has one halflife of two hundred and forty three point six six  days , is the most longlived isotope , followed by seventy twoZn with one halflife of forty six point five  hours "		
"69mZn has the longest half-life , 13.76 h. The superscript m indicates a metastable isotope"	" sixty ninemZn has the longest halflife , thirteen point seven six  h dot  The superscript meter indicates one metastable isotope "		
"69mZn has the longest half-life , 13.76 h. The superscript m indicates a metastable isotope"	" sixty ninemZn has the longest halflife , thirteen point seven six  h dot  The superscript meter indicates one metastable isotope "		
"69mZn has the longest half-life , 13.76 h. The superscript m indicates a metastable isotope"	" sixty ninemZn has the longest halflife , thirteen point seven six  h dot  The superscript meter indicates one metastable isotope "		
"69mZn has the longest half-life , 13.76 h. The superscript m indicates a metastable isotope"	" sixty ninemZn has the longest halflife , thirteen point seven six  h dot  The superscript meter indicates one metastable isotope "		
"69mZn has the longest half-life , 13.76 h. The superscript m indicates a metastable isotope"	" sixty ninemZn has the longest halflife , thirteen point seven six  h dot  The superscript meter indicates one metastable isotope "		
"69mZn has the longest half-life , 13.76 h. The superscript m indicates a metastable isotope"	" sixty ninemZn has the longest halflife , thirteen point seven six  h dot  The superscript meter indicates one metastable isotope "		
"98.8% are indigenous , an extreme example of the disproportionately small ethnic minority population in rural areas"	" ninety eight point eight  percent are indigenous , an extreme example of the disproportionately small ethnic minority population in rural areas "		
"A large defensive ditch , Bokerley Dyke , delayed the Saxon conquest of Dorset from the north east for up to 200 years"	" A large defensive ditch , Bokerley Dyke , delayed the Saxon conquest of Dorset from the north east for up to two hundred years "		
"A variety of zinc compounds are commonly used , such as zinc carbonate and zinc gluconate ( as dietary supplements ) , zinc chloride ( in deodorants ) , zinc pyrithione ( anti-dandruff shampoos ) , zinc sulfide ( in luminescent paints ) , and zinc methyl or zinc diethyl in the organic laboratory"	" A variety of zinc compounds are commonly used , such as zinc carbonate and zinc gluconate ( as dietary supplements ) , zinc chloride ( in deodorants ) , zinc pyrithione ( antidandruff shampoos ) , zinc sulfide ( in luminescent paints ) , and zinc methyl or zinc diethyl in the organic laboratory "		
"A variety of zinc compounds are commonly used , such as zinc carbonate and zinc gluconate ( as dietary supplements ) , zinc chloride ( in deodorants ) , zinc pyrithione ( anti-dandruff shampoos ) , zinc sulfide ( in luminescent paints ) , and zinc methyl or zinc diethyl in the organic laboratory"	" A variety of zinc compounds are commonly used , such as zinc carbonate and zinc gluconate ( as dietary supplements ) , zinc chloride ( in deodorants ) , zinc pyrithione ( antidandruff shampoos ) , zinc sulfide ( in luminescent paints ) , and zinc methyl or zinc diethyl in the organic laboratory "		
"About 346 million tonnes have been extracted throughout history to 2002 , and one estimate found that about 109 million tonnes of that remains in use"	" About three hundred and forty six million tonnes have been extracted throughout history to two thousand and two , and one estimate found that about one hundred and nine million tonnes of that remains in use "		
"About 346 million tonnes have been extracted throughout history to 2002 , and one estimate found that about 109 million tonnes of that remains in use"	" About three hundred and forty six million tonnes have been extracted throughout history to two thousand and two , and one estimate found that about one hundred and nine million tonnes of that remains in use "		
"About 346 million tonnes have been extracted throughout history to 2002 , and one estimate found that about 109 million tonnes of that remains in use"	" About three hundred and forty six million tonnes have been extracted throughout history to two thousand and two , and one estimate found that about one hundred and nine million tonnes of that remains in use "		
"Above 210 ¡«C , the metal becomes brittle again and can be pulverized by beating"	" Above two hundred and ten ¡«C , the metal becomes brittle again and can be pulverized by beating "		
"Above 210 ¡«C , the metal becomes brittle again and can be pulverized by beating"	" Above two hundred and ten ¡«C , the metal becomes brittle again and can be pulverized by beating "		
"After a continuity link and programme trail there is a shipping forecast , weather reports from coastal stations for 04:00GMT and the inshore waters forecasts , followed at 05:30 by a news bulletin , a review of British and international newspapers , and a business report"	" After one continuity link and programme trail there is one shipping forecast , weather reports from coastal stations for four:zeroGMT and the inshore waters forecasts , followed at five:thirty by one news bulletin , one review of British and international newspapers , and one business report "		
"After a continuity link and programme trail there is a shipping forecast , weather reports from coastal stations for 04:00GMT and the inshore waters forecasts , followed at 05:30 by a news bulletin , a review of British and international newspapers , and a business report"	" After one continuity link and programme trail there is one shipping forecast , weather reports from coastal stations for four:zeroGMT and the inshore waters forecasts , followed at five:thirty by one news bulletin , one review of British and international newspapers , and one business report "		
"After a continuity link and programme trail there is a shipping forecast , weather reports from coastal stations for 04:00GMT and the inshore waters forecasts , followed at 05:30 by a news bulletin , a review of British and international newspapers , and a business report"	" After one continuity link and programme trail there is one shipping forecast , weather reports from coastal stations for four:zeroGMT and the inshore waters forecasts , followed at five:thirty by one news bulletin , one review of British and international newspapers , and one business report "		
"After the Today programme , the schedule is then determined by the day of the week , though on every weekday there are ' fixtures ' : Woman's Hour at 10:00 , You and Yours at 12:00 , The World at One and a repeat of the previous day's The Archers at 2:00 pm , followed by the Afternoon Play at 2.15 pm. At 5:00 pm another current affairs programme , PM , is broadcast"	" After the Today programme , the schedule is then determined by the day of the week , though on every weekday there are ' fixtures ' : Woman's Hour at ten:zero , You and Yours at twelve:zero , The World at One and one repeat of the previous day's The Archers at two:zero pm , followed by the Afternoon Play at two point one five  pm dot  At five:zero pm another current affairs programme , PM , is broadcast "		
"After the Today programme , the schedule is then determined by the day of the week , though on every weekday there are ' fixtures ' : Woman's Hour at 10:00 , You and Yours at 12:00 , The World at One and a repeat of the previous day's The Archers at 2:00 pm , followed by the Afternoon Play at 2.15 pm. At 5:00 pm another current affairs programme , PM , is broadcast"	" After the Today programme , the schedule is then determined by the day of the week , though on every weekday there are ' fixtures ' : Woman's Hour at ten:zero , You and Yours at twelve:zero , The World at One and one repeat of the previous day's The Archers at two:zero pm , followed by the Afternoon Play at two point one five  pm dot  At five:zero pm another current affairs programme , PM , is broadcast "		
"After the Today programme , the schedule is then determined by the day of the week , though on every weekday there are ' fixtures ' : Woman's Hour at 10:00 , You and Yours at 12:00 , The World at One and a repeat of the previous day's The Archers at 2:00 pm , followed by the Afternoon Play at 2.15 pm. At 5:00 pm another current affairs programme , PM , is broadcast"	" After the Today programme , the schedule is then determined by the day of the week , though on every weekday there are ' fixtures ' : Woman's Hour at ten:zero , You and Yours at twelve:zero , The World at One and one repeat of the previous day's The Archers at two:zero pm , followed by the Afternoon Play at two point one five  pm dot  At five:zero pm another current affairs programme , PM , is broadcast "		
"After the Today programme , the schedule is then determined by the day of the week , though on every weekday there are ' fixtures ' : Woman's Hour at 10:00 , You and Yours at 12:00 , The World at One and a repeat of the previous day's The Archers at 2:00 pm , followed by the Afternoon Play at 2.15 pm. At 5:00 pm another current affairs programme , PM , is broadcast"	" After the Today programme , the schedule is then determined by the day of the week , though on every weekday there are ' fixtures ' : Woman's Hour at ten:zero , You and Yours at twelve:zero , The World at One and one repeat of the previous day's The Archers at two:zero pm , followed by the Afternoon Play at two point one five  pm dot  At five:zero pm another current affairs programme , PM , is broadcast "		
"After the Today programme , the schedule is then determined by the day of the week , though on every weekday there are ' fixtures ' : Woman's Hour at 10:00 , You and Yours at 12:00 , The World at One and a repeat of the previous day's The Archers at 2:00 pm , followed by the Afternoon Play at 2.15 pm. At 5:00 pm another current affairs programme , PM , is broadcast"	" After the Today programme , the schedule is then determined by the day of the week , though on every weekday there are ' fixtures ' : Woman's Hour at ten:zero , You and Yours at twelve:zero , The World at One and one repeat of the previous day's The Archers at two:zero pm , followed by the Afternoon Play at two point one five  pm dot  At five:zero pm another current affairs programme , PM , is broadcast "		
"After the Today programme , the schedule is then determined by the day of the week , though on every weekday there are ' fixtures ' : Woman's Hour at 10:00 , You and Yours at 12:00 , The World at One and a repeat of the previous day's The Archers at 2:00 pm , followed by the Afternoon Play at 2.15 pm. At 5:00 pm another current affairs programme , PM , is broadcast"	" After the Today programme , the schedule is then determined by the day of the week , though on every weekday there are ' fixtures ' : Woman's Hour at ten:zero , You and Yours at twelve:zero , The World at One and one repeat of the previous day's The Archers at two:zero pm , followed by the Afternoon Play at two point one five  pm dot  At five:zero pm another current affairs programme , PM , is broadcast "		
"After the introduction The changeover period during which the former currencies ' notes and coins were exchanged for those of the euro lasted about two months , until 28 February 2002"	" After the introduction The changeover period during which the former currencies ' notes and coins were exchanged for those of the euro lasted about two months , until secondeight February secondzerosecond "		
"After the introduction The changeover period during which the former currencies ' notes and coins were exchanged for those of the euro lasted about two months , until 28 February 2002"	" After the introduction The changeover period during which the former currencies ' notes and coins were exchanged for those of the euro lasted about two months , until secondeight February secondzerosecond "		
"Although cookies cannot carry viruses , and cannot install malware on the host computer , tracking cookies and especially third-party tracking cookies are commonly used as ways to compile long-term records of individuals ' browsing histories - a potential privacy concern that prompted European and U.S. law makers to take action in 2011"	" Although cookies cannot carry viruses , and cannot install malware on the host computer , tracking cookies and especially thirdparty tracking cookies are commonly used as ways to compile longterm records of individuals ' browsing histories  one potential privacy concern that prompted European and U dot S dot  law makers to take action in two thousand and eleven "		
"Although cookies cannot carry viruses , and cannot install malware on the host computer , tracking cookies and especially third-party tracking cookies are commonly used as ways to compile long-term records of individuals ' browsing histories - a potential privacy concern that prompted European and U.S. law makers to take action in 2011"	" Although cookies cannot carry viruses , and cannot install malware on the host computer , tracking cookies and especially thirdparty tracking cookies are commonly used as ways to compile longterm records of individuals ' browsing histories  one potential privacy concern that prompted European and U dot S dot  law makers to take action in two thousand and eleven "		
"Although cookies cannot carry viruses , and cannot install malware on the host computer , tracking cookies and especially third-party tracking cookies are commonly used as ways to compile long-term records of individuals ' browsing histories - a potential privacy concern that prompted European and U.S. law makers to take action in 2011"	" Although cookies cannot carry viruses , and cannot install malware on the host computer , tracking cookies and especially thirdparty tracking cookies are commonly used as ways to compile longterm records of individuals ' browsing histories  one potential privacy concern that prompted European and U dot S dot  law makers to take action in two thousand and eleven "		
"Although cookies cannot carry viruses , and cannot install malware on the host computer , tracking cookies and especially third-party tracking cookies are commonly used as ways to compile long-term records of individuals ' browsing histories - a potential privacy concern that prompted European and U.S. law makers to take action in 2011"	" Although cookies cannot carry viruses , and cannot install malware on the host computer , tracking cookies and especially thirdparty tracking cookies are commonly used as ways to compile longterm records of individuals ' browsing histories  one potential privacy concern that prompted European and U dot S dot  law makers to take action in two thousand and eleven "		
"Although cookies cannot carry viruses , and cannot install malware on the host computer , tracking cookies and especially third-party tracking cookies are commonly used as ways to compile long-term records of individuals ' browsing histories - a potential privacy concern that prompted European and U.S. law makers to take action in 2011"	" Although cookies cannot carry viruses , and cannot install malware on the host computer , tracking cookies and especially thirdparty tracking cookies are commonly used as ways to compile longterm records of individuals ' browsing histories  one potential privacy concern that prompted European and U dot S dot  law makers to take action in two thousand and eleven "		
"Although cookies cannot carry viruses , and cannot install malware on the host computer , tracking cookies and especially third-party tracking cookies are commonly used as ways to compile long-term records of individuals ' browsing histories - a potential privacy concern that prompted European and U.S. law makers to take action in 2011"	" Although cookies cannot carry viruses , and cannot install malware on the host computer , tracking cookies and especially thirdparty tracking cookies are commonly used as ways to compile longterm records of individuals ' browsing histories  one potential privacy concern that prompted European and U dot S dot  law makers to take action in two thousand and eleven "		
"As a result , for around 70 days a year , listeners have to rely on FM broadcasts or increasingly DAB for mainstream Radio 4 broadcasts"	" As one result , for around seventy days one year , listeners have to rely on FM broadcasts or increasingly DAB for mainstream Radio four broadcasts "		
"As a result , for around 70 days a year , listeners have to rely on FM broadcasts or increasingly DAB for mainstream Radio 4 broadcasts"	" As one result , for around seventy days one year , listeners have to rely on FM broadcasts or increasingly DAB for mainstream Radio four broadcasts "		
"As a result , for around 70 days a year , listeners have to rely on FM broadcasts or increasingly DAB for mainstream Radio 4 broadcasts"	" As one result , for around seventy days one year , listeners have to rely on FM broadcasts or increasingly DAB for mainstream Radio four broadcasts "		
"As a result , for around 70 days a year , listeners have to rely on FM broadcasts or increasingly DAB for mainstream Radio 4 broadcasts"	" As one result , for around seventy days one year , listeners have to rely on FM broadcasts or increasingly DAB for mainstream Radio four broadcasts "		
"As an example of how affluent the area has become , Sandbanks in Poole was worthless land unwanted by farmers in the 19th century , but is now boasts the third highest land value by area in the world"	" As an example of how affluent the area has become , Sandbanks in Poole was worthless land unwanted by farmers in the nineteenth century , but is now boasts the third highest land value by area in the world "		
"As of 2005 23 Conservative , thirteen Liberal Democrat , four Labour and one independent councillor sit on the county council"	" As of two thousand and five twenty three Conservative , thirteen Liberal Democrat , four Labour and one independent councillor sit on the county council "		
"As of 2005 23 Conservative , thirteen Liberal Democrat , four Labour and one independent councillor sit on the county council"	" As of two thousand and five twenty three Conservative , thirteen Liberal Democrat , four Labour and one independent councillor sit on the county council "		
"As of 2014 , some websites were setting cookies readable for over 100 third-party domains"	" As of two thousand and fourteen , some websites were setting cookies readable for over one hundred thirdparty domains "		
"As of 2014 , some websites were setting cookies readable for over 100 third-party domains"	" As of two thousand and fourteen , some websites were setting cookies readable for over one hundred thirdparty domains "		
"As of 2014 , some websites were setting cookies readable for over 100 third-party domains"	" As of two thousand and fourteen , some websites were setting cookies readable for over one hundred thirdparty domains "		
"As of 2014 , some websites were setting cookies readable for over 100 third-party domains"	" As of two thousand and fourteen , some websites were setting cookies readable for over one hundred thirdparty domains "		
"As well as news and drama , and despite a reputation for being middle class and London centric , Radio 4 also has a strong reputation for comedy , including experimental and alternative comedy , many successful comedians and comedy shows first appearing on the station"	" As well as news and drama , and despite one reputation for being middle class and London centric , Radio four also has one strong reputation for comedy , including experimental and alternative comedy , many successful comedians and comedy shows first appearing on the station "		
"At 12:00 , FM has a four-minute bulletin while long wave has the headlines and then the Shipping Forecast ; for the same reason , long wave leaves PM on weekdays at 17:54"	" At twelve:zero , FM has one fourminute bulletin while long wave has the headlines and then the Shipping Forecast ; for the same reason , long wave leaves PM on weekdays at seventeen:fifty four "		
"At 12:00 , FM has a four-minute bulletin while long wave has the headlines and then the Shipping Forecast ; for the same reason , long wave leaves PM on weekdays at 17:54"	" At twelve:zero , FM has one fourminute bulletin while long wave has the headlines and then the Shipping Forecast ; for the same reason , long wave leaves PM on weekdays at seventeen:fifty four "		
"At 12:00 , FM has a four-minute bulletin while long wave has the headlines and then the Shipping Forecast ; for the same reason , long wave leaves PM on weekdays at 17:54"	" At twelve:zero , FM has one fourminute bulletin while long wave has the headlines and then the Shipping Forecast ; for the same reason , long wave leaves PM on weekdays at seventeen:fifty four "		
"At 12:00 , FM has a four-minute bulletin while long wave has the headlines and then the Shipping Forecast ; for the same reason , long wave leaves PM on weekdays at 17:54"	" At twelve:zero , FM has one fourminute bulletin while long wave has the headlines and then the Shipping Forecast ; for the same reason , long wave leaves PM on weekdays at seventeen:fifty four "		
"At 12:00 , FM has a four-minute bulletin while long wave has the headlines and then the Shipping Forecast ; for the same reason , long wave leaves PM on weekdays at 17:54"	" At twelve:zero , FM has one fourminute bulletin while long wave has the headlines and then the Shipping Forecast ; for the same reason , long wave leaves PM on weekdays at seventeen:fifty four "		
"At 12:00 , FM has a four-minute bulletin while long wave has the headlines and then the Shipping Forecast ; for the same reason , long wave leaves PM on weekdays at 17:54"	" At twelve:zero , FM has one fourminute bulletin while long wave has the headlines and then the Shipping Forecast ; for the same reason , long wave leaves PM on weekdays at seventeen:fifty four "		
"At 6:30 pm there is a regular comedy ' slot ' , followed by The Archers"	" At six:thirty pm there is one regular comedy ' slot ' , followed by The Archers "		
"At the current rate of consumption , these reserves are estimated to be depleted sometime between 2027 and 2055"	" At the current rate of consumption , these reserves are estimated to be depleted sometime between two thousand and twenty seven and two thousand and fifty five "		
"At the current rate of consumption , these reserves are estimated to be depleted sometime between 2027 and 2055"	" At the current rate of consumption , these reserves are estimated to be depleted sometime between two thousand and twenty seven and two thousand and fifty five "		
"At the time , he was an employee of Netscape Communications , which was developing an e-commerce application for MCI"	" At the time , he was an employee of Netscape Communications , which was developing an ecommerce application for MCI "		
"At the time , he was an employee of Netscape Communications , which was developing an e-commerce application for MCI"	" At the time , he was an employee of Netscape Communications , which was developing an ecommerce application for MCI "		
"At the time , he was an employee of Netscape Communications , which was developing an e-commerce application for MCI"	" At the time , he was an employee of Netscape Communications , which was developing an ecommerce application for MCI "		
"At the widest points , the county is 50 miles ( 80 km ) from east to west and 40 miles ( 64 km ) from north south , with an area of 1024 square miles ( 2653 km2 )"	" At the widest points , the county is fifty miles ( eighty km ) from east to west and forty miles ( sixty four km ) from north south , with an area of one thousand and twenty four square miles ( two thousand six hundred and fifty three kmtwo ) "		
"At the widest points , the county is 50 miles ( 80 km ) from east to west and 40 miles ( 64 km ) from north south , with an area of 1024 square miles ( 2653 km2 )"	" At the widest points , the county is fifty miles ( eighty km ) from east to west and forty miles ( sixty four km ) from north south , with an area of one thousand and twenty four square miles ( two thousand six hundred and fifty three kmtwo ) "		
"At the widest points , the county is 50 miles ( 80 km ) from east to west and 40 miles ( 64 km ) from north south , with an area of 1024 square miles ( 2653 km2 )"	" At the widest points , the county is fifty miles ( eighty km ) from east to west and forty miles ( sixty four km ) from north south , with an area of one thousand and twenty four square miles ( two thousand six hundred and fifty three kmtwo ) "		
"At the widest points , the county is 50 miles ( 80 km ) from east to west and 40 miles ( 64 km ) from north south , with an area of 1024 square miles ( 2653 km2 )"	" At the widest points , the county is fifty miles ( eighty km ) from east to west and forty miles ( sixty four km ) from north south , with an area of one thousand and twenty four square miles ( two thousand six hundred and fifty three kmtwo ) "		
"At the widest points , the county is 50 miles ( 80 km ) from east to west and 40 miles ( 64 km ) from north south , with an area of 1024 square miles ( 2653 km2 )"	" At the widest points , the county is fifty miles ( eighty km ) from east to west and forty miles ( sixty four km ) from north south , with an area of one thousand and twenty four square miles ( two thousand six hundred and fifty three kmtwo ) "		
"At the widest points , the county is 50 miles ( 80 km ) from east to west and 40 miles ( 64 km ) from north south , with an area of 1024 square miles ( 2653 km2 )"	" At the widest points , the county is fifty miles ( eighty km ) from east to west and forty miles ( sixty four km ) from north south , with an area of one thousand and twenty four square miles ( two thousand six hundred and fifty three kmtwo ) "		
"At the widest points , the county is 50 miles ( 80 km ) from east to west and 40 miles ( 64 km ) from north south , with an area of 1024 square miles ( 2653 km2 )"	" At the widest points , the county is fifty miles ( eighty km ) from east to west and forty miles ( sixty four km ) from north south , with an area of one thousand and twenty four square miles ( two thousand six hundred and fifty three kmtwo ) "		
"At the widest points , the county is 50 miles ( 80 km ) from east to west and 40 miles ( 64 km ) from north south , with an area of 1024 square miles ( 2653 km2 )"	" At the widest points , the county is fifty miles ( eighty km ) from east to west and forty miles ( sixty four km ) from north south , with an area of one thousand and twenty four square miles ( two thousand six hundred and fifty three kmtwo ) "		
"At the widest points , the county is 50 miles ( 80 km ) from east to west and 40 miles ( 64 km ) from north south , with an area of 1024 square miles ( 2653 km2 )"	" At the widest points , the county is fifty miles ( eighty km ) from east to west and forty miles ( sixty four km ) from north south , with an area of one thousand and twenty four square miles ( two thousand six hundred and fifty three kmtwo ) "		
"At this point , opt-outs were transferred to long wave , which are currently Test Match Special , extra shipping forecasts , The Daily Service and Yesterday in Parliament"	" At this point , optouts were transferred to long wave , which are currently Test Match Special , extra shipping forecasts , The Daily Service and Yesterday in Parliament "		
"At this point , opt-outs were transferred to long wave , which are currently Test Match Special , extra shipping forecasts , The Daily Service and Yesterday in Parliament"	" At this point , optouts were transferred to long wave , which are currently Test Match Special , extra shipping forecasts , The Daily Service and Yesterday in Parliament "		
"At this time , advertising companies were already using third-party cookies"	" At this time , advertising companies were already using thirdparty cookies "		
"At this time , advertising companies were already using third-party cookies"	" At this time , advertising companies were already using thirdparty cookies "		
"BBC Radio 4 BBC Radio 4 is a British domestic radio station , operated and owned by the British Broadcasting Corporation ( BBC ) , that broadcasts a wide variety of spoken-word programmes , including news , drama , comedy , science and history"	" BBC Radio four BBC Radio four is one British domestic radio station , operated and owned by the British Broadcasting Corporation ( BBC ) , that broadcasts one wide variety of spokenword programmes , including news , drama , comedy , science and history "		
"BBC Radio 4 BBC Radio 4 is a British domestic radio station , operated and owned by the British Broadcasting Corporation ( BBC ) , that broadcasts a wide variety of spoken-word programmes , including news , drama , comedy , science and history"	" BBC Radio four BBC Radio four is one British domestic radio station , operated and owned by the British Broadcasting Corporation ( BBC ) , that broadcasts one wide variety of spokenword programmes , including news , drama , comedy , science and history "		
"BBC Radio 4 BBC Radio 4 is a British domestic radio station , operated and owned by the British Broadcasting Corporation ( BBC ) , that broadcasts a wide variety of spoken-word programmes , including news , drama , comedy , science and history"	" BBC Radio four BBC Radio four is one British domestic radio station , operated and owned by the British Broadcasting Corporation ( BBC ) , that broadcasts one wide variety of spokenword programmes , including news , drama , comedy , science and history "		
"BBC Radio 4 BBC Radio 4 is a British domestic radio station , operated and owned by the British Broadcasting Corporation ( BBC ) , that broadcasts a wide variety of spoken-word programmes , including news , drama , comedy , science and history"	" BBC Radio four BBC Radio four is one British domestic radio station , operated and owned by the British Broadcasting Corporation ( BBC ) , that broadcasts one wide variety of spokenword programmes , including news , drama , comedy , science and history "		
"BBC Radio 4 BBC Radio 4 is a British domestic radio station , operated and owned by the British Broadcasting Corporation ( BBC ) , that broadcasts a wide variety of spoken-word programmes , including news , drama , comedy , science and history"	" BBC Radio four BBC Radio four is one British domestic radio station , operated and owned by the British Broadcasting Corporation ( BBC ) , that broadcasts one wide variety of spokenword programmes , including news , drama , comedy , science and history "		
"BBC Radio 4 BBC Radio 4 is a British domestic radio station , operated and owned by the British Broadcasting Corporation ( BBC ) , that broadcasts a wide variety of spoken-word programmes , including news , drama , comedy , science and history"	" BBC Radio four BBC Radio four is one British domestic radio station , operated and owned by the British Broadcasting Corporation ( BBC ) , that broadcasts one wide variety of spokenword programmes , including news , drama , comedy , science and history "		
"BBC Radio 4 BBC Radio 4 is a British domestic radio station , operated and owned by the British Broadcasting Corporation ( BBC ) , that broadcasts a wide variety of spoken-word programmes , including news , drama , comedy , science and history"	" BBC Radio four BBC Radio four is one British domestic radio station , operated and owned by the British Broadcasting Corporation ( BBC ) , that broadcasts one wide variety of spokenword programmes , including news , drama , comedy , science and history "		
"BBC Radio 4 is notable for its consistent news bulletins and programmes such as Today and The World at One , which are heralded on air by the Greenwich Time Signal ' pips ' or the chimes of Big Ben"	" BBC Radio four is notable for its consistent news bulletins and programmes such as Today and The World at One , which are heralded on air by the Greenwich Time Signal ' pips ' or the chimes of Big Ben "		
"BBC Radio 4 is notable for its consistent news bulletins and programmes such as Today and The World at One , which are heralded on air by the Greenwich Time Signal ' pips ' or the chimes of Big Ben"	" BBC Radio four is notable for its consistent news bulletins and programmes such as Today and The World at One , which are heralded on air by the Greenwich Time Signal ' pips ' or the chimes of Big Ben "		
"BBC Radio 4 is the second most popular domestic radio station in the UK , and is broadcast throughout the United Kingdom on FM , LW and DAB , and can be received in the north of France and Northern Europe as well"	" BBC Radio four is the second most popular domestic radio station in the UK , and is broadcast throughout the United Kingdom on FM , LW and DAB , and can be received in the north of France and Northern Europe as well "		
"BBC Radio 4 is the second most popular domestic radio station in the UK , and is broadcast throughout the United Kingdom on FM , LW and DAB , and can be received in the north of France and Northern Europe as well"	" BBC Radio four is the second most popular domestic radio station in the UK , and is broadcast throughout the United Kingdom on FM , LW and DAB , and can be received in the north of France and Northern Europe as well "		
"BBC Radio 4 is the second most popular domestic radio station in the UK , and is broadcast throughout the United Kingdom on FM , LW and DAB , and can be received in the north of France and Northern Europe as well"	" BBC Radio four is the second most popular domestic radio station in the UK , and is broadcast throughout the United Kingdom on FM , LW and DAB , and can be received in the north of France and Northern Europe as well "		
"BBC Radio 4 is the second most popular domestic radio station in the UK , and is broadcast throughout the United Kingdom on FM , LW and DAB , and can be received in the north of France and Northern Europe as well"	" BBC Radio four is the second most popular domestic radio station in the UK , and is broadcast throughout the United Kingdom on FM , LW and DAB , and can be received in the north of France and Northern Europe as well "		
"BBC Radio 4 is the second most popular domestic radio station in the UK , and is broadcast throughout the United Kingdom on FM , LW and DAB , and can be received in the north of France and Northern Europe as well"	" BBC Radio four is the second most popular domestic radio station in the UK , and is broadcast throughout the United Kingdom on FM , LW and DAB , and can be received in the north of France and Northern Europe as well "		
"BBC Radio 4 is the second most popular domestic radio station in the UK , and is broadcast throughout the United Kingdom on FM , LW and DAB , and can be received in the north of France and Northern Europe as well"	" BBC Radio four is the second most popular domestic radio station in the UK , and is broadcast throughout the United Kingdom on FM , LW and DAB , and can be received in the north of France and Northern Europe as well "		
"Before the dissolution of Parliament for the 2005 general election Dorset South was represented by Labour MP Jim Knight , though this constituency was Labour's smallest majority and is one of the most fiercely contested seats in the election"	" Before the dissolution of Parliament for the two thousand and five general election Dorset South was represented by Labour MP Jim Knight , though this constituency was Labour's smallest majority and is one of the most fiercely contested seats in the election "		
"Before the dissolution of Parliament for the 2005 general election Dorset South was represented by Labour MP Jim Knight , though this constituency was Labour's smallest majority and is one of the most fiercely contested seats in the election"	" Before the dissolution of Parliament for the two thousand and five general election Dorset South was represented by Labour MP Jim Knight , though this constituency was Labour's smallest majority and is one of the most fiercely contested seats in the election "		
"Before the introduction The euro was founded at the date of 1 January 1999 , after which it began being the currency of over 300 million Europeans"	" Before the introduction The euro was founded at the date of one January one999 , after which it began being the currency of over three hundred million Europeans "		
